Datum,Kundennummer,Produkt,Zahlungsmethode,Stückzahl
2017-08-01,65050,34082,Bar,2
2017-01-18,54632,43446,Kreditkarte,3
2017-08-06,44448,78483,Kreditkarte,3
2017-07-29,71595,88744,paypal,2
2017-02-26,44422,8632,Kreditkarte,1
2017-08-25,94196,37524,Bar,3
2017-06-14,8589,15918,Bar,2
2017-11-30,9905,93187,paypal,1
2017-01-28,86926,60974,Kreditkarte,2
2017-12-05,52837,82560,Bar,1
2017-02-17,44031,27410,Kreditkarte,3
2017-01-02,1981,29656,Bar,1
2017-02-20,60644,42029,Bar,3
2017-10-09,92941,43446,Kreditkarte,3
2017-06-05,90536,78934,Kreditkarte,2
2017-10-23,57203,35165,paypal,2
2017-03-21,4426,44726,Bar,2
2017-02-16,40806,7234,Kreditkarte,3
2017-02-03,95509,18233,Bar,3
2017-11-19,31097,99445,Bar,2
2017-09-30,60546,11138,Bar,3
2017-02-14,63583,15847,Kreditkarte,3
2017-12-05,17195,22826,Bar,2
2017-10-12,85445,27188,paypal,1
2017-09-23,81287,76290,Bar,1
2017-11-24,27508,50304,Kreditkarte,1
2017-01-12,86289,40784,Bar,1
2017-08-29,42247,29552,paypal,3
2017-12-08,1780,14289,Bar,2
2017-03-01,48640,37524,Bar,2
2017-04-02,40153,25426,Kreditkarte,3
2017-11-26,36028,78483,Bar,1
2017-08-24,80281,62077,Bar,1
2017-05-06,70944,9072,paypal,2
2017-12-03,93266,57590,Kreditkarte,1
2017-01-07,42251,29552,Kreditkarte,2
2017-12-16,62912,99445,Kreditkarte,1
2017-08-07,54321,87000,paypal,3
2017-01-16,92941,40784,Kreditkarte,3
2017-07-05,58067,91230,Kreditkarte,1
2017-01-16,48640,9072,paypal,3
2017-06-11,49302,91230,Kreditkarte,1
2017-08-08,66020,60230,paypal,1
2017-10-01,2124,57590,Kreditkarte,3
2017-07-10,8626,85156,Kreditkarte,1
2017-08-12,80882,37524,Kreditkarte,2
2017-03-31,9052,34719,Kreditkarte,1
2017-01-31,41454,85931,Kreditkarte,1
2017-08-27,5413,25426,Kreditkarte,3
2017-10-08,5330,22826,paypal,1
2017-11-09,61228,76290,Bar,2
2017-01-26,89235,25031,paypal,1
2017-07-15,45565,53216,Kreditkarte,1
2017-09-10,10253,10130,paypal,3
2017-11-17,20854,89266,paypal,2
2017-10-03,40570,29552,Bar,2
2017-06-06,4182,55596,Bar,2
2017-11-22,23580,10130,paypal,1
2017-05-31,62438,85156,Bar,1
2017-06-20,53031,60230,paypal,1
2017-06-22,65050,72114,paypal,2
2017-03-02,44031,28088,paypal,2
2017-07-03,20752,76290,Bar,3
2017-10-29,12118,60230,Bar,2
2017-02-01,69361,87000,Kreditkarte,2
2017-08-21,34540,60230,Bar,1
2017-06-09,56649,82560,Kreditkarte,1
2017-06-26,96000,88744,Kreditkarte,2
2017-08-03,67728,82560,Kreditkarte,2
2017-11-10,62413,22538,paypal,1
2017-02-05,44558,42029,Kreditkarte,3
2017-05-18,88936,22538,Kreditkarte,3
2017-08-22,18345,76290,paypal,2
2017-01-07,45577,81165,Kreditkarte,1
2017-01-20,61341,42819,Kreditkarte,3
2017-05-24,13386,43107,Kreditkarte,3
2017-02-06,45202,16224,paypal,1
2017-10-23,54963,61070,paypal,2
2017-08-08,74915,82560,paypal,3
2017-10-03,95864,26358,Kreditkarte,2
2017-10-06,83689,60974,paypal,3
2017-10-28,79814,26358,Bar,1
2017-04-13,22184,57590,paypal,1
2017-11-01,18345,18233,paypal,1
2017-10-28,28121,88744,Bar,3
2017-08-17,93558,17731,Kreditkarte,3
2017-12-09,57454,39369,paypal,2
2017-01-12,79815,11138,Bar,3
2017-02-16,8626,9947,paypal,3
2017-09-15,85517,18233,Kreditkarte,1
2017-02-23,23934,75593,paypal,1
2017-12-19,20682,93187,paypal,3
2017-07-21,49302,34719,paypal,2
2017-09-01,71186,38582,Kreditkarte,3
2017-12-03,42251,61070,paypal,2
2017-03-02,93064,62077,paypal,2
2017-12-14,52659,32128,paypal,2
2017-08-01,22184,65762,paypal,2
2017-09-17,92941,2002,Bar,1
2017-12-27,21349,9947,Kreditkarte,2
2017-05-18,31065,76290,paypal,2
2017-01-05,93266,14099,Bar,2
2017-09-20,92404,39369,Bar,1
2017-04-26,5535,96001,Kreditkarte,3
2017-11-27,60207,25426,paypal,2
2017-12-03,44422,87000,paypal,2
2017-05-26,56442,55593,Kreditkarte,1
2017-11-26,41106,11138,Bar,1
2017-07-18,92404,85156,Kreditkarte,2
2017-05-21,4783,41910,Bar,1
2017-02-14,76168,43446,paypal,2
2017-01-16,94196,78483,Kreditkarte,3
2017-10-06,2693,15918,Bar,1
2017-07-21,59089,32310,Bar,1
2017-07-09,5217,16105,Kreditkarte,3
2017-03-03,67004,96506,paypal,3
2017-04-17,87513,32310,paypal,1
2017-09-01,23548,9072,Kreditkarte,3
2017-02-27,61131,9785,Bar,2
2017-12-21,69927,9785,Bar,3
2017-01-07,13386,10130,Bar,3
2017-10-01,2444,76290,paypal,1
2017-10-03,62912,34187,Bar,2
2017-10-11,97073,16224,Bar,1
2017-08-08,92401,42029,Bar,2
2017-11-18,75871,96506,Kreditkarte,2
2017-03-25,44558,91230,Bar,3
2017-02-10,81851,9785,Bar,3
2017-05-07,49302,32128,paypal,1
2017-07-09,42783,18541,Bar,1
2017-08-19,16925,28440,paypal,2
2017-04-23,73826,79954,Bar,2
2017-09-09,85445,81136,Bar,3
2017-04-13,99458,86064,paypal,3
2017-02-06,50580,64983,paypal,1
2017-08-04,7941,15915,Kreditkarte,3
2017-08-27,13386,41910,paypal,3
2017-10-04,62912,9072,Bar,3
2017-02-16,67666,18541,Bar,3
2017-11-07,56947,47613,Bar,3
2017-08-29,82696,54910,Bar,3
2017-08-25,56649,43107,Bar,2
2017-04-12,62710,8403,Kreditkarte,2
2017-05-23,8967,88698,Bar,3
2017-12-29,89235,42819,Kreditkarte,3
2017-11-21,48570,9072,paypal,2
2017-09-06,90409,25426,paypal,3
2017-12-06,48569,55596,paypal,3
2017-06-10,42247,14099,Kreditkarte,1
2017-04-07,54632,86205,Kreditkarte,1
2017-02-06,71186,75593,Kreditkarte,3
2017-05-23,81958,16224,paypal,3
2017-05-06,22184,34082,paypal,3
2017-11-07,31066,42029,paypal,2
2017-07-15,1981,43446,Kreditkarte,2
2017-04-22,48570,85702,Kreditkarte,3
2017-03-14,79308,35165,paypal,1
2017-02-15,34842,32738,paypal,2
2017-04-18,58971,87212,Kreditkarte,2
2017-11-04,95966,8081,paypal,1
2017-09-04,49673,79271,paypal,3
2017-10-02,80882,78934,Bar,3
2017-09-21,72893,53216,Bar,1
2017-05-18,29097,64983,Kreditkarte,2
2017-02-15,85517,27578,Bar,3
2017-11-14,85538,42029,Bar,1
2017-05-20,19189,15847,Kreditkarte,2
2017-09-05,23580,15847,Kreditkarte,1
2017-11-12,41417,7234,Bar,3
2017-07-03,99956,70159,paypal,1
2017-07-28,63094,15915,Bar,3
2017-06-11,9905,88698,paypal,2
2017-05-28,63658,29656,Bar,1
2017-12-24,60516,75593,Bar,2
2017-09-19,90536,88698,Kreditkarte,1
2017-03-26,53031,79271,Kreditkarte,1
2017-01-30,96000,78483,Bar,3
2017-08-01,19205,34413,Bar,3
2017-03-29,85445,91230,paypal,2
2017-02-02,3406,28440,Bar,1
2017-05-27,41730,32310,paypal,1
2017-11-16,21592,64983,Bar,1
2017-02-23,61228,85156,Bar,1
2017-07-27,21534,62077,Bar,3
2017-10-01,1780,85702,paypal,3
2017-10-31,15410,17731,Kreditkarte,1
2017-05-11,21534,15847,paypal,2
2017-03-24,39198,87212,Bar,3
2017-08-11,51913,8403,paypal,2
2017-08-16,93064,34187,paypal,3
2017-10-07,3532,87000,Kreditkarte,3
2017-09-05,60401,86205,paypal,2
2017-10-19,78039,64983,Kreditkarte,3
2017-05-01,95864,51943,Kreditkarte,3
2017-11-02,9815,27578,Bar,1
2017-05-12,19189,14289,Kreditkarte,3
2017-01-07,36883,15915,paypal,2
2017-11-19,9052,37524,Kreditkarte,3
2017-10-03,79785,44726,Bar,2
2017-09-29,18500,15847,Bar,1
2017-04-18,71333,24221,paypal,1
2017-07-28,75935,55593,Bar,3
2017-10-08,52446,88698,Kreditkarte,3
2017-08-28,33065,60974,paypal,3
2017-04-20,81287,53216,Kreditkarte,1
2017-04-28,27951,15915,Kreditkarte,2
2017-03-16,58860,81136,Kreditkarte,2
2017-10-23,3819,28088,Bar,1
2017-11-29,74359,32738,Bar,2
2017-10-06,91559,39369,Kreditkarte,2
2017-03-27,44031,88698,Kreditkarte,1
2017-01-27,51121,96001,Kreditkarte,3
2017-01-07,16982,32128,Bar,3
2017-11-27,41016,14289,Kreditkarte,3
2017-12-04,59414,96001,Bar,2
2017-06-11,34203,81165,paypal,2
2017-02-25,60644,27410,Bar,2
2017-07-22,82696,75593,paypal,3
2017-04-23,44422,78483,Kreditkarte,3
2017-12-06,99326,57590,Bar,2
2017-08-12,93266,43446,Kreditkarte,1
2017-03-30,22184,48174,paypal,3
2017-03-17,95116,87212,Bar,3
2017-06-22,60290,9947,paypal,2
2017-02-20,76168,27410,paypal,2
2017-08-01,18378,82560,paypal,3
2017-12-29,3819,78934,Bar,2
2017-05-18,62413,96001,paypal,1
2017-06-05,83689,50304,paypal,3
2017-12-03,71186,26358,paypal,3
2017-06-05,32764,62077,Bar,2
2017-02-04,60644,60230,Bar,1
2017-01-04,37096,11138,Kreditkarte,2
2017-08-27,68582,39369,Kreditkarte,2
2017-10-06,62413,16105,Kreditkarte,1
2017-01-01,17460,79271,paypal,1
2017-06-11,8626,35165,paypal,2
2017-07-14,22430,42819,Kreditkarte,3
2017-07-21,32219,43446,Bar,3
2017-08-15,63638,78483,paypal,3
2017-03-27,3912,16105,Kreditkarte,3
2017-02-05,53031,48174,Kreditkarte,1
2017-07-08,75100,87000,Kreditkarte,3
2017-06-13,93558,27044,paypal,2
2017-08-12,51913,89266,paypal,2
2017-08-21,61896,64983,paypal,2
2017-11-25,67004,8403,Bar,1
2017-04-02,69804,9947,paypal,2
2017-06-05,21534,14289,paypal,1
2017-10-06,67666,81165,paypal,1
2017-11-18,75057,86205,Kreditkarte,2
2017-11-18,82918,9785,Kreditkarte,1
2017-08-15,81851,38582,paypal,2
2017-10-09,84761,41910,Kreditkarte,1
2017-09-05,64191,43107,paypal,1
2017-04-16,99639,32738,Kreditkarte,3
2017-01-23,97073,19920,Kreditkarte,2
2017-04-03,36883,78483,paypal,1
2017-02-10,62438,70159,paypal,1
2017-06-03,95116,64983,Kreditkarte,3
2017-03-27,22476,40784,Bar,1
2017-02-17,62438,72114,Kreditkarte,1
2017-09-01,85517,75775,paypal,2
2017-10-22,5413,91230,paypal,1
2017-04-02,93577,25031,paypal,3
2017-11-27,67666,7234,Kreditkarte,2
2017-06-23,4523,38582,paypal,2
2017-05-25,25049,7234,Kreditkarte,3
2017-02-08,29633,32310,Kreditkarte,3
2017-12-09,72893,78934,Kreditkarte,2
2017-04-27,59265,55596,Bar,2
2017-12-04,80362,18541,paypal,3
2017-01-13,32219,43446,Bar,3
2017-09-10,54963,88698,Bar,1
2017-06-02,87513,22826,paypal,2
2017-03-25,41016,8403,Kreditkarte,1
2017-12-24,44409,27188,Bar,2
2017-05-03,93577,13013,Bar,2
2017-11-05,99993,9456,Kreditkarte,2
2017-01-17,58595,29552,Bar,1
2017-12-03,18500,34187,Kreditkarte,3
2017-08-18,2444,81165,paypal,3
2017-05-03,23934,34719,Bar,1
2017-05-04,78039,96001,Kreditkarte,2
2017-08-10,86158,16224,Kreditkarte,3
2017-08-21,9905,27410,paypal,2
2017-02-14,87124,15915,Kreditkarte,3
2017-07-23,18946,15847,Kreditkarte,1
2017-05-19,60401,44726,Bar,1
2017-10-24,99326,37269,paypal,2
2017-04-11,36028,93187,Kreditkarte,2
2017-11-12,62292,55596,Bar,2
2017-04-23,34842,79271,paypal,2
2017-12-10,44422,42819,Bar,3
2017-03-10,10253,43446,paypal,3
2017-06-16,82696,9456,paypal,2
2017-11-13,99358,42029,Bar,1
2017-12-30,80882,55596,Bar,2
2017-07-25,80362,18233,paypal,1
2017-01-09,99735,51943,Bar,1
2017-10-05,42251,99445,Kreditkarte,3
2017-12-11,14042,51943,paypal,1
2017-09-22,6933,43446,paypal,3
2017-11-26,76315,29656,Kreditkarte,1
2017-02-16,66549,26358,Kreditkarte,1
2017-05-30,89218,13013,Kreditkarte,1
2017-09-04,71230,15847,paypal,3
2017-09-02,44448,8081,paypal,1
2017-07-09,99993,35165,Kreditkarte,1
2017-03-27,81958,88744,Kreditkarte,2
2017-03-30,3532,27044,Bar,3
2017-12-06,4033,16224,Kreditkarte,3
2017-03-29,55662,40784,Kreditkarte,3
2017-12-13,69927,15918,Kreditkarte,3
2017-11-01,69804,35165,Kreditkarte,2
2017-01-07,29207,79954,Bar,2
2017-06-09,57454,51943,Bar,3
2017-04-09,90685,13013,Bar,2
2017-01-31,60401,87000,Bar,3
2017-03-28,52659,76290,Kreditkarte,1
2017-03-01,41417,9456,Bar,1
2017-10-21,97073,70159,Bar,1
2017-11-28,22184,96506,paypal,3
2017-09-11,88936,93187,paypal,1
2017-12-20,44422,39548,Kreditkarte,3
2017-10-16,17457,65762,Kreditkarte,1
2017-06-07,40570,34082,paypal,1
2017-05-11,62413,15847,paypal,2
2017-09-14,68114,78934,Kreditkarte,1
2017-03-10,15309,40784,Bar,1
2017-04-30,88936,15915,Bar,2
2017-08-16,16432,32738,Bar,2
2017-02-11,3912,54910,Bar,2
2017-01-23,59265,17731,Kreditkarte,1
2017-04-23,56871,17731,Kreditkarte,2
2017-09-22,61822,25426,Kreditkarte,3
2017-02-02,85359,85702,Bar,2
2017-04-22,66186,19920,Bar,2
2017-12-09,66186,14289,paypal,1
2017-07-02,15464,88698,Bar,1
2017-10-05,9815,37269,paypal,1
2017-07-10,74359,16105,paypal,3
2017-10-13,17195,34082,Bar,2
2017-11-07,22430,79271,Bar,2
2017-10-15,49235,16224,Kreditkarte,3
2017-08-31,89218,48174,paypal,3
2017-04-25,63583,86205,paypal,3
2017-06-28,44558,15915,Bar,3
2017-07-29,26126,15918,Bar,1
2017-10-25,55088,43446,Kreditkarte,2
2017-02-15,94086,39369,Bar,3
2017-04-03,14042,15915,Bar,1
2017-02-20,15410,75593,Kreditkarte,2
2017-06-28,3912,32128,Bar,1
2017-03-23,34203,75593,Bar,3
2017-04-11,60546,34187,paypal,2
2017-06-28,69361,32128,Kreditkarte,1
2017-11-08,36883,44726,paypal,2
2017-06-28,44409,79271,Kreditkarte,3
2017-08-09,18400,9947,paypal,3
2017-01-02,69361,85156,Bar,1
2017-10-15,54828,55593,paypal,3
2017-03-16,85517,9785,Bar,1
2017-11-19,67004,85702,Bar,3
2017-01-21,63638,15918,Kreditkarte,2
2017-01-15,44558,91230,Kreditkarte,1
2017-04-15,19475,24221,paypal,2
2017-12-11,15464,88744,paypal,2
2017-03-07,63583,78483,Bar,3
2017-08-10,22611,27410,Bar,2
2017-12-30,34540,60974,Kreditkarte,2
2017-01-18,94196,89266,Bar,1
2017-06-13,27951,15918,Kreditkarte,2
2017-11-30,31097,22826,Bar,1
2017-07-23,81958,7234,Kreditkarte,3
2017-10-19,95116,82560,paypal,3
2017-10-24,5535,39548,paypal,3
2017-04-24,63583,29656,Kreditkarte,3
2017-11-12,17460,75593,Bar,1
2017-10-05,75333,26358,Kreditkarte,1
2017-11-13,28121,85156,Bar,1
2017-03-01,82136,70159,Kreditkarte,3
2017-01-03,53031,11138,paypal,2
2017-08-21,83689,88744,Bar,1
2017-02-23,85461,62077,paypal,1
2017-03-23,60401,8403,paypal,1
2017-03-03,74915,27410,paypal,3
2017-09-01,92135,91230,Kreditkarte,1
2017-04-14,45202,37524,Bar,2
2017-03-11,91559,34719,Bar,3
2017-04-30,68582,16105,Bar,3
2017-07-16,34301,15847,paypal,2
2017-04-12,3406,76290,Kreditkarte,1
2017-05-13,21534,15918,Kreditkarte,2
2017-01-29,5413,42029,Kreditkarte,3
2017-04-25,54321,76290,Bar,2
2017-04-30,68289,27410,Kreditkarte,1
2017-08-06,36028,18541,Kreditkarte,2
2017-01-26,67666,60974,Kreditkarte,2
2017-02-23,21534,43107,Bar,3
2017-10-03,27599,60974,Bar,1
2017-09-20,28915,42029,paypal,2
2017-11-16,92401,88744,paypal,2
2017-12-05,60644,38582,paypal,3
2017-06-19,92941,32310,Bar,2
2017-07-28,11628,37524,Bar,2
2017-06-20,65050,29656,Bar,2
2017-06-27,95966,39548,Bar,3
2017-09-18,48570,11138,Bar,1
2017-11-02,82070,32738,paypal,2
2017-08-15,80281,32128,Bar,3
2017-08-27,4033,22826,paypal,3
2017-01-31,9815,82560,Bar,3
2017-05-27,60290,37269,Kreditkarte,2
2017-02-18,44031,27044,Kreditkarte,3
2017-08-13,6933,35165,paypal,2
2017-08-07,73309,34082,Kreditkarte,2
2017-11-24,64191,72230,Bar,3
2017-10-19,31314,29656,Bar,3
2017-10-16,76168,38582,paypal,3
2017-04-27,21230,9785,Kreditkarte,3
2017-05-15,1981,76290,Kreditkarte,3
2017-03-23,62292,29552,Kreditkarte,1
2017-02-10,52446,64983,Kreditkarte,2
2017-02-21,69361,39369,Kreditkarte,3
2017-01-26,62912,8632,Bar,1
2017-01-18,44031,18233,Kreditkarte,3
2017-08-30,86289,81165,paypal,1
2017-03-05,68114,8081,Bar,3
2017-11-25,90536,15918,Bar,1
2017-05-18,26150,37269,paypal,3
2017-03-20,65050,60974,Bar,1
2017-07-02,18946,29552,Bar,2
2017-10-11,19234,13013,paypal,2
2017-08-02,97073,18541,Kreditkarte,2
2017-07-26,66020,37524,paypal,2
2017-10-13,79308,18233,Kreditkarte,2
2017-05-04,44429,27188,Bar,2
2017-11-26,28915,16224,Kreditkarte,2
2017-08-09,78074,43446,Kreditkarte,2
2017-03-30,48570,88744,paypal,2
2017-10-09,64577,87212,paypal,1
2017-04-16,10661,27410,Bar,1
2017-02-16,26150,16105,paypal,3
2017-01-30,92941,18541,paypal,1
2017-07-09,18378,7234,Kreditkarte,3
2017-08-14,93577,24221,Bar,1
2017-08-09,52659,34413,Bar,1
2017-10-16,67666,34413,Kreditkarte,1
2017-02-11,25568,34719,Kreditkarte,2
2017-02-07,63638,86205,Kreditkarte,3
2017-06-23,5330,28440,Bar,2
2017-11-28,64266,87000,paypal,3
2017-03-05,16432,75593,Kreditkarte,2
2017-07-24,73826,34187,paypal,1
2017-09-23,8589,99445,Bar,3
2017-05-29,65050,26358,paypal,1
2017-06-29,86289,25426,Kreditkarte,2
2017-10-12,80616,54910,Bar,2
2017-10-05,59089,93187,Kreditkarte,3
2017-11-03,59265,88744,Kreditkarte,2
2017-10-15,80616,53216,paypal,3
2017-11-26,44409,72114,Bar,1
2017-01-18,64577,19920,Bar,1
2017-01-09,10253,54910,Bar,3
2017-08-31,64191,8081,paypal,1
2017-06-02,88936,18233,Bar,1
2017-08-15,58971,34719,Bar,3
2017-11-29,87124,34082,paypal,1
2017-01-01,99735,13013,Kreditkarte,2
2017-10-03,13386,34187,Kreditkarte,1
2017-12-22,8626,27044,paypal,2
2017-05-21,18500,8632,paypal,1
2017-06-06,86158,37524,Bar,1
2017-10-11,57203,26358,paypal,3
2017-11-01,55662,78934,Bar,3
2017-05-02,67728,55593,Kreditkarte,3
2017-03-10,99390,41910,paypal,2
2017-06-10,3532,87212,Kreditkarte,2
2017-02-21,78074,32128,Kreditkarte,2
2017-11-06,10661,37524,paypal,1
2017-01-28,4523,32310,Kreditkarte,3
2017-10-26,67759,70159,Bar,3
2017-05-15,22295,2002,Kreditkarte,1
2017-02-26,41417,24221,Kreditkarte,3
2017-03-15,75057,78934,Kreditkarte,3
2017-11-14,95864,8081,paypal,3
2017-08-15,85517,27410,Kreditkarte,1
2017-12-13,40570,79271,Bar,1
2017-06-21,98601,78934,Kreditkarte,3
2017-09-19,73551,8632,paypal,2
2017-05-23,25049,22538,Bar,3
2017-02-27,95116,27188,Kreditkarte,2
2017-10-17,34842,28440,Kreditkarte,3
2017-03-30,31065,27188,Bar,3
2017-06-06,85393,29656,Bar,3
2017-04-16,20905,14289,paypal,2
2017-08-04,42251,50304,paypal,2
2017-03-12,61341,53216,Kreditkarte,1
2017-06-09,45202,29656,paypal,2
2017-02-01,26042,53216,paypal,1
2017-05-10,56649,18233,Bar,1
2017-05-31,18400,43446,Bar,1
2017-06-09,27599,34082,Bar,2
2017-09-06,29633,47613,Kreditkarte,1
2017-03-08,47268,39548,Kreditkarte,2
2017-01-30,44429,62077,Bar,1
2017-06-19,63094,17731,Kreditkarte,1
2017-12-10,75057,81136,Bar,1
2017-09-12,69804,79954,Kreditkarte,3
2017-03-11,23934,76290,Kreditkarte,1
2017-11-14,2693,81165,Kreditkarte,1
2017-01-13,80845,24221,paypal,3
2017-06-03,44422,9947,Kreditkarte,2
2017-12-08,34842,88744,Bar,2
2017-04-29,41730,10130,Kreditkarte,2
2017-12-20,20905,70159,Kreditkarte,3
2017-09-08,99390,27578,paypal,3
2017-11-03,22258,85702,Kreditkarte,1
2017-05-18,29633,55593,Kreditkarte,1
2017-02-25,29770,88698,Bar,2
2017-01-28,4783,2002,Bar,2
2017-08-22,58971,29552,paypal,3
2017-07-08,59461,86205,Bar,2
2017-08-19,85998,15918,Kreditkarte,3
2017-09-10,56871,14099,Kreditkarte,1
2017-12-12,24904,13013,paypal,1
2017-09-03,39894,60230,Kreditkarte,1
2017-07-17,63638,86205,Kreditkarte,2
2017-09-23,72825,99445,Bar,2
2017-03-15,85445,28440,Bar,1
2017-02-06,97073,88744,paypal,2
2017-08-01,36028,8403,paypal,3
2017-10-19,8967,50304,Bar,1
2017-05-09,13386,14289,Bar,3
2017-04-17,84761,38582,Kreditkarte,2
2017-04-19,70944,78934,paypal,1
2017-12-02,18946,7234,Bar,2
2017-02-04,20682,16105,paypal,1
2017-09-01,44448,55593,paypal,3
2017-02-07,29633,81136,paypal,3
2017-08-07,44558,25426,Kreditkarte,2
2017-09-29,45577,87000,Bar,1
2017-06-11,22611,18541,paypal,2
2017-07-14,90536,42029,Bar,2
2017-10-04,56947,51943,Bar,2
2017-06-12,61131,42819,paypal,2
2017-10-24,95955,65762,paypal,3
2017-10-15,80362,96506,Kreditkarte,1
2017-05-26,75333,91230,Kreditkarte,2
2017-04-24,66020,42029,Kreditkarte,2
2017-07-11,80616,79954,paypal,1
2017-04-25,4426,44726,Bar,2
2017-03-11,94086,39548,Bar,1
2017-09-15,63658,85702,Bar,1
2017-11-20,69927,54910,Bar,3
2017-05-28,1981,38582,Bar,1
2017-05-01,54321,96506,Kreditkarte,3
2017-07-03,31097,16105,paypal,1
2017-02-09,92401,29552,paypal,2
2017-03-09,71186,35165,paypal,1
2017-08-01,32219,96506,Bar,2
2017-05-06,85998,18541,Bar,3
2017-09-16,79814,54910,Bar,2
2017-09-10,16432,62077,Bar,2
2017-11-03,40153,24221,paypal,2
2017-11-29,54321,61070,Bar,2
2017-09-15,99735,8403,Kreditkarte,3
2017-08-28,42783,19920,Bar,2
2017-04-05,93528,24221,paypal,3
2017-03-02,4783,62077,Bar,3
2017-06-20,87124,55593,paypal,1
2017-06-16,88936,38582,Bar,1
2017-01-16,12118,70159,paypal,3
2017-02-15,16701,40784,Bar,3
2017-05-18,20854,28440,Bar,2
2017-09-26,49673,78483,paypal,2
2017-04-30,3532,72114,Bar,2
2017-01-08,21592,47613,paypal,3
2017-10-20,54632,91230,Bar,2
2017-02-20,99735,55596,Kreditkarte,3
2017-04-09,22184,9947,Kreditkarte,2
2017-09-06,80362,65762,Bar,2
2017-07-12,19205,87212,Kreditkarte,2
2017-12-08,12118,72114,Kreditkarte,2
2017-04-16,81287,70159,paypal,2
2017-09-03,36028,61070,Kreditkarte,1
2017-10-04,87124,34082,Bar,2
2017-02-03,30789,32128,Bar,2
2017-07-09,4783,76290,paypal,1
2017-05-03,84761,54910,Kreditkarte,2
2017-11-18,6933,15847,Bar,1
2017-03-05,44422,27578,Kreditkarte,1
2017-08-21,80845,8632,Bar,1
2017-08-09,21230,43107,paypal,3
2017-02-25,20854,27188,Kreditkarte,3
2017-02-02,73309,57590,Kreditkarte,3
2017-03-23,21592,47613,Kreditkarte,3
2017-04-10,18400,14289,Bar,2
2017-12-05,73826,15847,Kreditkarte,3
2017-11-21,32764,22538,Kreditkarte,3
2017-07-09,89218,54910,Kreditkarte,1
2017-02-16,58971,17731,paypal,2
2017-10-21,31066,60230,paypal,3
2017-12-02,16701,27188,Kreditkarte,3
2017-08-30,92404,29552,Bar,3
2017-04-26,53031,85156,Kreditkarte,3
2017-06-02,54963,48174,Bar,2
2017-05-14,73826,18233,Bar,2
2017-06-10,79308,72230,Bar,3
2017-01-17,74359,18541,Bar,1
2017-11-20,90685,99445,paypal,3
2017-06-10,9052,8403,Kreditkarte,1
2017-05-21,19205,18233,paypal,2
2017-10-04,40570,7234,Kreditkarte,3
2017-01-30,58860,19920,paypal,1
2017-12-28,74359,61070,Bar,2
2017-12-30,29633,78934,Kreditkarte,3
2017-05-13,69361,60974,Bar,2
2017-02-04,10661,42029,Bar,3
2017-12-10,57445,34413,Bar,1
2017-11-19,75333,96506,Bar,1
2017-12-22,9905,28440,Bar,3
2017-10-12,65617,35165,paypal,1
2017-03-21,93064,91230,paypal,3
2017-02-24,59265,86064,paypal,2
2017-01-02,37096,17731,Kreditkarte,2
2017-03-21,18500,88744,paypal,2
2017-06-05,99326,38582,Kreditkarte,2
2017-04-27,38397,8403,Kreditkarte,1
2017-07-04,7096,15918,paypal,2
2017-05-15,62438,18541,paypal,3
2017-11-02,75851,60974,Bar,2
2017-07-28,3406,79954,Bar,1
2017-11-08,18378,43446,Kreditkarte,2
2017-09-10,62912,27044,Bar,1
2017-10-19,68582,96506,paypal,3
2017-05-25,92941,18541,Bar,2
2017-01-26,39198,22538,Kreditkarte,3
2017-11-27,61228,64983,Bar,1
2017-04-21,6933,16224,paypal,1
2017-04-15,14042,64983,paypal,1
2017-01-23,15464,53216,paypal,1
2017-01-31,82136,32128,Kreditkarte,1
2017-11-13,94196,75775,Bar,1
2017-12-28,12118,78483,Kreditkarte,3
2017-09-11,21316,79271,paypal,1
2017-09-21,75935,54910,Bar,1
2017-06-09,99956,15918,Kreditkarte,2
2017-10-17,18804,53216,Bar,3
2017-09-27,89218,25031,Kreditkarte,1
2017-06-29,82372,25426,paypal,2
2017-02-10,75851,87212,Kreditkarte,2
2017-08-27,18400,29552,paypal,1
2017-12-18,76315,55593,paypal,2
2017-03-23,68114,85156,Bar,1
2017-07-20,80362,37269,Bar,2
2017-07-03,82906,81165,paypal,2
2017-06-05,17195,15915,Kreditkarte,2
2017-03-22,17460,88698,paypal,2
2017-06-12,72825,22826,Kreditkarte,3
2017-05-26,73551,14289,paypal,2
2017-08-13,73390,43446,Bar,3
2017-10-26,41106,42029,paypal,1
2017-09-21,79785,50304,Bar,2
2017-02-07,94196,27188,paypal,1
2017-03-25,19205,25426,Kreditkarte,1
2017-07-15,15464,39369,Kreditkarte,3
2017-12-08,88936,22826,paypal,3
2017-06-18,19205,44726,paypal,2
2017-03-02,82918,18233,paypal,2
2017-02-11,93558,43107,paypal,3
2017-08-31,8589,72230,Bar,2
2017-03-29,84761,93187,paypal,1
2017-05-24,98601,86064,Kreditkarte,3
2017-06-24,48569,34413,Kreditkarte,3
2017-08-30,18345,64983,Bar,2
2017-12-18,81958,11138,Kreditkarte,3
2017-02-03,16701,53216,paypal,2
2017-08-03,60307,19920,paypal,2
2017-09-28,80616,32128,paypal,3
2017-03-31,10253,9785,Bar,1
2017-08-01,33065,53216,paypal,3
2017-05-28,36028,18541,Bar,3
2017-04-13,73309,10130,Kreditkarte,1
2017-01-01,85445,88698,Bar,3
